also,-0.1130496925159141,-0.048576937738136296,-0.030419630336583566,0.03996337923534319,-0.04104542680141735,0.003360904552354823,0.0526491523997908,0.029215011102436267,0.05491417280007139,-0.06968908572856941,-0.0359558325671543,-0.017072104461901133,0.05389984814754349,0.014540823418113372,-0.10416683374258398,0.02283492518384765,-0.0028139107156805246,-0.004001664515752332,0.05041802640457331,0.003306339037405805,-0.038434111416472516,0.0015853169137357431,-0.03535375201052508,-0.02094946477285381,0.04258356524935399,-0.03696787460926222,0.0554902106704042,0.03362139775921481,0.04608582902267523,-0.006416611498075264
surroundings,-0.016266907545447656,-6.559817883117058E-4,0.013497021889186962,0.004460149759961946,0.02441052102502031,-0.005273810083607703,-0.003135677346010681,-0.0029052780855807012,-6.20306134527425E-4,0.013736872845122823,0.005263799158538697,0.010518856423722588,-0.023932139688003583,0.026678144840840898,0.012113739493261132,-0.015089862765498504,0.01110564131799115,0.022603218280534534,-0.011844163074279159,-0.02051889073195664,0.020632682070563693,-0.0027451971303160756,-0.03780573891593981,-0.011641709396661017,-0.016866695413780573,-0.014610822166954234,-5.549722869889694E-4,-0.008375859703966529,8.893670648921063E-4,0.01645908572326294
picture,-0.017692944254057527,-2.0343577384140943E-4,0.010510791626487638,-0.005613368393867772,0.0352767202499287,0.00595744936490987,0.017378595178896148,-0.0101378073795917,-0.0034968105580733128,-0.011225395609225891,0.005920748925731228,-0.031733310829052175,0.018974057782512266,-0.005106747992226842,0.012774834863929123,0.01595411384300472,0.014365041018786443,-0.025536299373232745,-0.02707970565647781,0.04561155352820362,-0.04858304810627851,0.025264001347532993,0.008069717039340337,9.125527811115284E-4,-0.013118077301102834,-0.0594184794786336,-0.03819929220701475,-0.004828413919809937,-0.007807081366797973,-0.01114058795004131
desperate,-0.0112700770211718,0.004266426944327365,0.0058883110632825635,0.013796696341652896,0.019107473285296862,0.008165007313336388,0.0015145494269022805,-0.006627426585956517,-0.009892621258825408,0.008494813471761248,0.004405591143333362,0.0017758685237163532,-0.006936594791843291,0.015745688205745234,0.004061758305165874,-0.004460094935550058,-0.007264894854102611,0.0145610501927992,-0.0047182446312913386,-0.007224711306669507,0.001091956860336381,0.00575884834256337,-0.0018776299504025627,-0.01000638009584789,-0.005209023163927521,-0.007923204815804157,-0.009306003591292366,-0.005939765272532991,0.0037920974013637967,-8.568572369166087E-4
neighborhood,-0.015625335331086808,-0.019063263691171013,0.010198567509748836,0.004095685176665151,5.592449516339337E-4,0.014687081368024288,-0.004670083205306371,-0.018611144986418457,-0.004280440753377565,-0.06060672696526741,-0.008627353451339137,-0.02515021619468763,-0.008916676046483926,0.02394539533165855,0.04507689539427198,-0.04553202352738115,-0.04642509856275065,0.02835843265975798,0.01509471246234143,0.00580590928183497,0.008117257396169877,0.032290946428014417,0.0062929775660102195,-0.03609366564460293,0.040284031225513516,-0.041134759616654665,0.01965300069666608,0.026475653605778922,-0.03856009417060027,-0.0048528811283471765
right,-0.03133970880847277,0.06645527069281469,-0.06337336387578155,-0.08205551847934402,0.04903716209551767,-0.029514076422393953,0.0019889367288355164,-0.12725784660256156,0.09005709432874315,-0.10481456987450125,0.0036998781371534173,0.061457607644977263,-0.011232350854555359,-0.024610017581629357,0.010287310317593786,0.1150266017543005,0.051698705944838316,0.017599710284953156,-0.037603697613448235,-0.11591723298352329,-0.09147464815583675,-0.03411948140539329,0.011691969380907857,0.14895061255965808,-0.02200826638727056,-0.0909204911303901,-0.013413204565263126,-0.0015405847049743265,-0.006206097078448741,0.05540862081942609
dry,-0.07383798449014052,-0.08979661851829465,-0.0028595222635246394,0.055874640997970015,-0.11187292674578675,0.1203674646920252,0.040542257827613226,-0.030058805400929298,0.06572086447684972,-0.016197100358467165,-0.011012984782096537,-0.06482494600683888,-0.28757384739095326,-0.11515221397028322,-0.003128857821879827,-0.005248818936641156,0.16763794036317398,-0.1352939615816082,0.15010040543950348,-0.01119782476663747,0.06915726147315544,-0.058630215450368776,0.009905934181268276,0.020526567387904676,-0.1512315753630745,-0.04067928160747843,-0.04634399606585343,0.2764778719083636,-0.06383497447810477,0.03877681334744472
end,-0.04968131553593866,0.05514280009398531,0.024424301783201124,0.039283296292375466,0.01941758806332708,-0.02209831550699217,-0.013703766440896374,0.00288183554831168,-0.02831156222021029,0.0012543450498205128,0.01119073071396591,0.06020278601662918,-0.03969042509504975,0.009894473911845426,-0.039724801236812636,-0.008688336608783993,0.06467367772233515,-0.03415505020227598,0.0011948760645280453,0.023884074046884987,0.009845376162305956,-0.03665251303406883,0.030506237839591582,-0.01683242698398246,0.11759582865521515,-0.0550648641809859,-0.038440360586230106,0.04790010538724194,-0.1927958262055665,-0.11637316711432114
path,-0.03782611378618549,-0.02970641162492196,0.036054663478421414,-0.014376403673427303,0.013358323627104658,-0.017169298594731666,-0.04063127293498311,0.010457522920418544,-0.03341981092757968,-0.04317615901005995,-0.06155029020439229,0.04199208183039729,0.06379487077473879,-0.008348520567599795,0.05164193647439974,-0.0033319744465935275,0.09817398815545247,-0.03677635409178031,0.06701751770172874,0.03151827588236275,0.06265850715699059,0.024052210464341403,-0.03613501101722667,0.05562172826148855,-0.05958575383650968,0.06525169072171914,-0.04389421266183619,0.036797484957141094,0.04676003025676559,0.002938247678334914
throughout,-0.01882471222780799,-0.00288855005029385,0.009366702618199085,0.011362236992991399,-0.008079351218366245,0.010172396731297297,0.009628073771264668,-0.01728633730388749,-0.01079667570946529,-0.0056906279167600205,0.008647524302812983,0.01737741155069357,-0.007647010552186413,-0.013764377006561437,0.018224059180725734,-0.003431936400005534,-9.598453896147259E-5,0.005629594762578438,-0.030517660478989905,0.011621620716550336,0.011289718426801024,0.0028010012702938125,0.002525038839740503,0.005936610745400856,0.0038639621436170873,-0.022207626184762935,-0.008097274152120172,-0.003171346584695202,0.011730072932320576,-0.011485603125072318
